Type,Content,Username,User Reputation,Upvotes,Is Moderator,Creation Date
Comment on Answer,"@IanNewson ""However that's never been enforced on SO"" - if you mean that we don't require attribution of quoted content, that's not true, and we do enforce that.  See How to reference material written by others.",Ryan M,20167,2,1,2024-06-26 08:32:28
Comment on Answer,"@IanNewson I agree when you say, copyright holder determines what is acceptable: about ChatGPT, it's all rights reserved, by the way. The thing is, we cannot even use it by some fair uses, since the right of citation in ChatGPT has no sense: it's not a source of information (contrary to any other author, documentation, source of truth, included learn.microsoft.com, following your example). That is why, it would still be useful to better mention in our policies that LLMs are also causes of additional troubles about copyright and moral rights, since they were not designed to respect these.",Valerio Bozz,1516,0,0,2024-06-26 08:02:39
Comment on Answer,"@ValerioBozz I don't understand your point. The copyright holder determines what is allowed, not StackOverflow or contributors here. If the copyright holder determines that attribution is acceptable to meet their terms then that's great. However that's never been enforced on SO so trying to say it's morally wrong if ChatGPT does it but not if a human does is obviously inconsistent.",Ian Newson,7949,0,0,2024-06-25 23:18:20
Comment on Answer,"@IanNewson premising that quoting somebody is generally allowed by right of citation (fair use, out of copyright) and that mentioning ""learn.microsoft.com"" is already respecting moral rights, since there is attribution. Instead, LLMs do not generally respect these. ""ChatGPT said"" indeed is misleading citation, and just potential plagiarism.",Valerio Bozz,1516,0,0,2024-06-25 08:23:30
Comment on Answer,"The ""moral"" issue is a red herring. A huge amount of answers copy information directly from official sources like learn.microsoft.com. That particular site specifically states that user's may not copy content. So given the moral issue isn't enforced for humans, why would it be any more burdensome to not enforce it for LLMs?",Ian Newson,7949,1,0,2024-06-24 11:50:32
Comment on Answer,Dilute? I'm not talking about removing any reason. I'm just trying to add 1 o 2 (still strong) additional reasons.,Valerio Bozz,1516,0,0,2024-06-21 07:51:38
Comment on Answer,"The reason for the ban is the low quality of the content, though. SE was being flooded by good-looking nonsense. Whether or not AI-generated content even qualifies as copyright infringement is still up for debate. I mean, I get what you're suggesting here, but I don't think SE needs to ""dilute"" the reasoning for the ban.",Cerbrus,72927,3,0,2024-06-21 07:45:33
Comment on Answer,"(Premising that, generally, plagiarism is not a copyright infringement, and so a plagiarism does not necessarily causes legal penalties) I'm just trying to contribute in the first message of this thread, to try to add a mention that this is not ""just"" a community policy about being precise or not; the ban should be shared mainly as a moral and legal proactive measure. Unfortunately, comments in the first thread are blocked and I cannot  say that. But that's my small scope: give these two strong reasons to the current ban.",Valerio Bozz,1516,0,0,2024-06-21 07:41:12
Comment on Answer,"My point is that the copyright argument is irrelevant, since even if the generated content didn't have any copyright issues, it's still a form of plagiarism, as the user does not write AI-generated text themselves.",Cerbrus,72927,1,0,2024-06-21 07:21:18
Comment on Answer,Ah thanks. I wonder if at least a small little additional stress about potential copyright issues and plagiarism could be added in meta.stackoverflow.com/q/421831/3451846 in a short phrase (avoiding my late wall of text indeed). Also maybe stackoverflow.com/help/referencing - since they seems a bit somewhat related to community standards (variable) and not so much to laws (not easily variable),Valerio Bozz,1516,0,0,2024-06-21 00:39:16
Comment on Answer,2nd definition in this context: en.wiktionary.org/wiki/moot_point,Cerbrus,72927,1,0,2024-06-21 00:00:25
Comment on Answer,"(What does ""moot"" means? urbandictionary does not help me. Thanks @Cerbrus)",Valerio Bozz,1516,0,0,2024-06-20 23:50:59
Comment on Answer,"This point is kinda moot, since posting AI-generated content as if you wrote it yourself is more or less plagiarism, any way, regardless of if the content in and of itself is plagiarism.",Cerbrus,72927,8,0,2024-06-20 23:16:17
Answer,"I've given a lot of time before writing this because I think at this point we all have been able to digest and rationalize what is happening around this phenomena.
First of all, I fully agree with the temporary policy, and I am in favor that it becomes a ""permanent temporary"" one.
The main reason I'm on that opinion is not the fact of the tool being available, but the way so many people were using it: as a copy-pastable BS generator for social networking engagement (in our case, SO reputation). This alone spawns several reasons for why it should be banned, but I don't have to point them out anymore, as it should be common knowledge right now.
I am not in favour of computer-aided code writing as a tool to show examples of how a particular question can be solved. That is a job for GitHub Copilot or other places, not for this website. People can go straight to GPT-3's playground and ask the program to write code for them as an additional reference, but Stack Overflow should remain as human-aided different points of view in a given problem in the form of a question.

On the other hand:
I would like to add to the debate ""legitimate"" use of the technology. Consider some people who are savvy on the topic of the community (in our case, programming), but they are not proficient in the use of English or in a general sense, for whatever reason, haven't developed very good communication abilities.
Would you consider the potential contributions of such a person less valuable than another one who can express themselves ""better"" (in the sense of getting their point across close to the most optimal possible way)?
Now take the conclusion you've reached by reading the last two paragraphs and let's see what professionals of the marketing area are doing. They're using ChatGPT as a tool for computer-aided writing. Sure, the lazy ones are just copying and pasting whatever the program spits out, but in the hands of a capable professional, ChatGPT is much more powerful and is faster than hours of googling, which is what they were doing until now.
Also, that is what we programmers were doing until now. Of course, our main sources of inspiration are probably Stack Overflow, but there's a lot of forums around. Just like Server Fault users rely mostly on Server Fault, but the ArchWiki is still a reliable curated source of information, among other wikis and forums. But we all became dependent on search engines like Google Search.
Come to think about it, it came as no particular surprise to me that Microsoft decided to integrate ChatGPT into the Bing search engine.
There is a specific ELI5 prompt on the ChatGPT API examples page that try to show how to use the power of synthetic dialectics to further clarify a subject. The job of a communicator is to find the best words in the best order to exchange an idea to a specific target group. And in that field, ChatGPT is not a terrific tool, but it can aid many people as it is right now.

My point is that computer-assisted writing is a beneficial thing. People can use it to write better questions primarily, but also improve their answers' wording. This is specially useful for the handful of people I've described earlier: the ones proficient in programming, but not as much in writing English, or in communicating in general.
The distinction between computer-assisted writing and copy pasting from a BS generator should be obvious.
I could send this whole answer to proof reading humans or ChatGPT and bet excellent feedback from the humans, but reasonable good feedback from the program. It would look less like I'm the author of it, but in both cases, you, the reader, would struggle less to understand what I want to tell you. DISCLAIMER: I did neither. This is 100% my first take on writing the answer, without revision.
Finally, my opinion is that people should somehow feel that it's ok to use computer programs to aid their writing. I'm not sure how the anti GPT policy could be further improved to include this, or if is it even necessary.
I will repeat this paragraph from the beginning, now that the reader has a new perspective:
I am not in favour of computer-aided code writing as a tool to show examples of how a particular question can be solved. That is a job for GitHub Copilot or other places, not for this website. People can go straight to GPT-3's playground and ask the program to write code for them as an additional reference, but Stack Overflow should remain as human-aided different points of view in a given problem in the form of a question.
",Iuri Guilherme,461,-3,0,2023-02-20 18:27:56
Comment on Answer,"Even during translation or editing, ChatGPT is prone to introducing falsehoods or misstating facts to the level that they become incorrect. Often this creates the appearance of lying from the author, when the intent was simply to address any grammar or spelling issues. The tool really causes more harm than good, and that is why it is banned.",Travis J,82297,11,0,2023-02-20 23:55:26
Comment on Answer,@VLAZ I happen to use ChatGPT exclusively on Brazilian Portuguese and I though that was the same output I'd get from English.,Iuri Guilherme,461,0,0,2023-02-20 23:55:15
Comment on Answer,"@PM2Ring that is a fair point, but in this circumstance people are already struggling with tools like Google Translate and getting worse results. If they include the customary disclaimer that they're not proficient in English and they're being aided by online tools, they'll be fine as always",Iuri Guilherme,461,0,0,2023-02-20 23:53:34
Comment on Answer,"@Makoto agree with what? Your wording makes me think that you think I'm either agreeing or disagreeing with the anti ChatGPT policy, which is not the point of my answer whatsoever.",Iuri Guilherme,461,0,0,2023-02-20 23:51:19
Comment on Answer,"I’m really not a fan for using ChatGPT to translate or significantly brush up technical writing. Since the tool basically makes up stuff, it is absolutely vital that the posting user can verify all of its output; if that output is much more sophisticated or even entirely unintelligible to the posting user, they can’t do that.",MisterMiyagi,51989,8,0,2023-02-20 20:29:37
Comment on Answer,"@PM2Ring fun fact - you can interact with ChatGPT in languages other than English. For example, you can instruct it to translate something in English. However, the training it has had other than English is a bit hit and miss. I have no confidence whatsoever it will be able to correctly pick up the meaning in another language. I've seen it very badly misinterpreting rather simple prompts when not in English.",VLAZ,29086,5,0,2023-02-20 19:58:16
Comment on Answer,"I'm sympathetic to the concept of using LLM-based tools (not necessarily ChatGPT) to clean up one's writing. But there's a danger that the tool will say something different to what the writer intends, especially if their English skills aren't strong. That could lead to greater misunderstanding. If I see clear confident English I tend to assume the author knows what they're talking about. If the writing has a few flaws I can tell the author is struggling to express themself, so I might not have the correct interpretation, and I may need to post a comment for clarification.",PM 2Ring,55489,7,0,2023-02-20 19:50:50
Comment on Answer,Then you've used a whole lot of words to simply say that you agree with this. There's been plenty of prose on this matter and there's really not a lot of value to keep adding to it unless you're offering a completely unique take on it.,Makoto,106470,3,0,2023-02-20 19:49:26
Comment on Answer,@Makoto I stated two times the exact same paragraph in my original unedited text arguing against code completion on SO,Iuri Guilherme,461,3,0,2023-02-20 19:44:10
Comment on Answer,"Code completion isn't a substitute for professional engineering. Using code completion tools doesn't make you an engineer, let alone a good engineer. Code completion tools optimize an expert's workflow, but it's not the workflow unto itself.",Makoto,106470,14,0,2023-02-20 19:21:54
Comment on Answer,@VLAZ looks like ChatGPT agrees with you: platform.openai.com/playground/p/…,Iuri Guilherme,461,0,0,2023-02-20 19:12:11
Comment on Answer,"Why use ChatGPT for computer-aided writing? Why not use translators and/or Grammarly and/or other tools that fill this niche? Honestly, the most likely outcomes I can see from using ChatGPT to ""aide"" writing is a) copy/paste. So pretty much exactly the same as now. But the user can claim ""me not good speaker, used ChatGPT to aide"". b) ChatGPT fumbles the writing and does not represent the idea the user wanted to put across correctly. There is also a chance that it's OK, however, what are the chances that a user needs tool assist will recognise bad output?",VLAZ,29086,15,0,2023-02-20 18:44:34
Answer,"I was reading this post extensively and I'm really worried by the reactions.
The first thing I remembered was cab driver's reaction when Uber came to my town. They reacted extremely angrily. They got together, persecuted Uber drivers. They used lawfare and political connections against Uber drivers, and they got to physical fights with Uber drivers to the point Uber drivers initially couldn't reveal themselves when they picked up a client because cab drivers where constantly looking for them and picking fights with them and their clients.
This scenery lasted a couple of months until they realized the inevitability of their fate. Some cab corporations even tried to educate cab drivers to give candies and treat client the best way possible. Nothing could resist Uber and today there are very few cab drivers resisting in my town.
Now when I read this thread I notice some very worrying trends:
First the level of ChatGPT answers on this matter (most upvoted answers) just shows how advanced it is. The sarcastic answer was terrifying.
Second, I saw that most people see the ban as the correct option, without having a reasonable way of distinguishing AI-generated answers from human answers. I think there are only two possible ways: letting users decide if it's an AI generated answer or having direct help from OpenAI itself. But I really don't think that humans will have the ability to tell one from the other. That leaves us with the only option of asking OpenAI for help. Has anyone contacted them yet?
Then the level of harshness with those who advocated ChatGPT integration (most downvoted answers) only reinforced the memory of cab drivers reaction. This worries me the most because disruptive technologies have to be embraced from the start or things will only get worse.
Adding to this is a very compelling pro-AI factor: the fact that some users are really fed up with aggressive answers from humans in SO and would much rather prefer to interact with a AI that treated them good. This is getting so critical that some people left SO altogether. I live in Brazil and I don't use the Portuguese SO because of extreme rudeness I got there several times. English SO is less bad, but I can assure you that if there were any other options people would embrace them in a heartbeat.
Just like I and many other people were fed up by cab drivers unethical attitudes like trying to figure out if the users knew the town so they could make a longer paths to the destination, not giving correct change, rudeness and many other things. That made Uber irresistible. As soon as it was available I never ever used a cab again. Since the first day it was on town.
Finally, remember that ChatGPT is learning and its answers will only get better and better. What are wrong or bad answers now will probably be the best answers in the future.
My advice (which will make my answer quickly get to most downvoted): If we can't get OpenAI to help, integration with ChatGPT is the only possible option. Create a clearly labeled automated answer for each post from ChatGPT and let users downvote it if it's bad as with any normal user.
This way users will have an immediate answer they know was AI generated and they will know there is a greater risk of being wrong, just like we know with automated translations of text.
I know this will be unpopular because it will make more difficult to build reputation points, especially if ChatGPT improves its answers. It's still better than losing all SO or making fruitless attempts to differentiate AI answers from human answers.
Any other option will not stand this test.
Maybe this means that some time in the near future SO will be no longer relevant because you can just ask an AI what the problem is with no need for human interaction. Well, if that is the case SO is already doomed and needs to rethink its business model from the scratch. If that's the case, it's better to embrace it as soon as possible. Humans can always help with comments and corrections at least while it still generates wrong or bad answers. But if it gets really good at it, there is no possible future for SO.
If you can't beat them, join them - a popular proverb.
Resistance is futile, you will be assimilated - Borgs.
",Nelson Teixeira,6572,-56,0,2023-03-16 16:51:49
Comment on Answer,"Uber and Airbnb opening up their industries to a much greater range of participants made those participants much weaker because they had far more competition for the same resources, the platforms themselves, giving the latter all the power.",user4188092,0,0,0,2024-07-09 02:20:02
Comment on Answer,"The Uber learning lesson for SO here is to not just become a provider to search engines, as that weakens the power that their data gives them, but develop their own AI. It now looks too late for that, so expect SO to become less used as a platform where the questions are asked, and so eventually disappear because it will not be a source of new data anymore.",user4188092,0,0,0,2024-07-09 02:16:32
Comment on Answer,"Uber is a bad idea, not because it is new technology, but because the business model is exploitative and disempowering for everyone except the platform owner. First Uber promised freedom for drivers and customers, but then once they reached a base of power, they screwed their drivers, and now are screwing their customers. The gig economy is bad because the platforms are bad. They broke the taxi industry out of its artificially inflated delusion by opening up the industry to a much wider range of participants, like Airbnb did for renting, rather than any technological innovation.",user4188092,0,0,0,2024-07-09 02:12:27
Comment on Answer,"I'd like to apologize to @philipxy and with anyone that felt offended by my jokes with the Borgs. They where intended as light jokes as I find that the last moves by SO prove my point. If they felt rude, they really don't belong here as I'm the first to criticize rudeness in SO and I gladly accept the edit. Again sorry.",Nelson Teixeira,6572,0,0,2024-05-21 02:52:29
Comment on Answer,"AI powered search is not the same as using AI to dump questions onto SO. You're comparing apples and oranges, and weakening your entire argument while doing so. Meanwhile, you haven't answered a single misconception that was pointed out to you in these comments.",Cerbrus,72927,8,0,2024-05-19 08:19:08
Comment on Answer,"""First the level of ChatGPT answers on this matter (most upvoted answers) just shows how advanced it is."" - no, it really doesn't. Instead, it illustrates how vacuous typical marketing-speak really is. The top answer was labelled as being ""for comedic and ironic purposes"". Try actually reading the comments - you can easily see that people don't actually think the output reflects any insight, let alone being ""terrifying"". All the sarcastic answer proves is that people who wish to signal sarcasm in text are heavily reliant on certain conventions, as they lack tone-of-voice indicators.",Karl Knechtel,61615,7,0,2023-06-12 11:18:36
Comment on Answer,"This is a great answer. I've seen a few already that share this sentiment. In the near future, AI systems such as ChatGPT will outrank the highest ranking member of Stack Overflow. I believe that the notion of an AI user who could filter out questions, provide immediate response to users who optionally enable it would be a great enhancement to Stackoverflow.",Catriel,647,1,0,2023-06-05 16:45:49
Comment on Answer,Why are all the ChatGPT supporting answers analogies with things that have nothing to do with the subject matter?,David,361,20,0,2023-03-21 10:30:55
Comment on Answer,"""If you can't beat them, join them - a popular proverb."" We aren't setting out to do the same thing as a chatbot. we are not a chatbot. See also The future role of Stack Exchange vs. emerging AIs and Could ChatGPT be a viable way to answer people's questions?- both of which I have written answers to.",starball,51043,9,0,2023-03-16 22:41:20
Comment on Answer,"""I know this will be unpopular because it will make more difficult to build reputation points"" That has absolutely nothing to do with this...",Cerbrus,72927,14,0,2023-03-16 19:25:03
Comment on Answer,"""If we can't get OpenAI to help, integration with ChatGPT is the only possible option."" Again, why does it need to be on SO? Who is going to pay for that? What benefit is there to having SO embed the mediocre output, over users just going to ChatGPT if they want to?",Cerbrus,72927,23,0,2023-03-16 19:24:32
Comment on Answer,"""remember that ChatGPT is learning and its answers will only get better and better."" Blatantly incorrect. The ""P"" in ""GPT"" stands for Pre-trained. It's not learning, and it's not getting significantly smarter. Certainly not smart enough to provide answers with any measure of consistent technical accuracy.",Cerbrus,72927,23,0,2023-03-16 19:23:17
Comment on Answer,"""the fact that some users are really fed up with aggressive answers from humans in SO and would much rather prefer to interact with a AI that treated them good."" Why does that interaction need to be on SO?",Cerbrus,72927,13,0,2023-03-16 19:21:35
Comment on Answer,"""This worries me the most because disruptive technologies have to be embraced from the start or things will only get worse."" Why? Why should they be embraced? How should they be? Why is that an improvement to SO? That's just an empty statement.",Cerbrus,72927,2,0,2023-03-16 19:21:02
Comment on Answer,"""I saw that most people see the ban as the correct option, without having a reasonable way of distinguishing AI-generated answers from human answers <...> But I really don't think that humans will have the ability to tell one from the other."" Blatantly incorrect. There's detection software out there that's plenty accurate to detect what is and isn't AI-generated.",Cerbrus,72927,5,0,2023-03-16 19:19:25
Comment on Answer,There are so many misconceptions in here... And none of them are not yet discussed in the answers here.,Cerbrus,72927,15,0,2023-03-16 19:17:27
Comment on Answer,"""But if it gets really good at it, there is no possible future for SO."" Stack Overflow did not ban that AI. It banned the AI that's really lousy at it, but makes it really easy for someone who has no clue what they're talking about to post a dozen plausible-sounding, but wrong, answers a day.",beaker,16801,6,0,2023-03-16 18:45:16
Comment on Answer,"After ~30 answers that all state that AI is the future (I agree with that) and that ChatGPT is a big step forward (also agree), there is not a single post here that states a reason why ChatGPT answers should be posted on SO. Or how we deal with the fallout of people copy-pasting AI generated answers faster than they can be reviewed without any checking.",BDL,22176,16,0,2023-03-16 18:45:03
Comment on Answer,"I think AI is an important and useful tool; I use it.  However 1) including AI generated answers in SO, which is used as a corpus for AI training, creates a circular training; bad for AI.  2) Users can just go to chatGPT for their answers if they want an AI answer/experience; in fact I would suggest that 3) SO should remain a place where humans experts provide answers; it should keep it's distinction (and so then also remain a clean corpus for AI training).  4) Let's not homogenize SO and ChatGPT; they each have distinct advantages that go way if SO becomes a static repository of AI answers.",Ezward,17712,3,0,2023-03-16 18:35:57
Comment on Answer,"@Makyen I guess it would be like hiring a cab and having the cab driver confidently take you to some other destination and then drop you off. Eventually you might realise you're in the wrong part of town, or even the wrong town altogether.",Robert Longson,124179,18,0,2023-03-16 17:57:02
Comment on Answer,"I'll put it more laconically. You can ask ChatGPT whatever you want.  It might even work for you.  But you shouldn't be posting it here and representing it as your work.  Worse, you shouldn't really look to use it in your code and represent it as your work, since depending on what you're working on, you could get bit hard by licensing.",Makoto,106470,20,0,2023-03-16 17:22:42
Comment on Answer,"TLDR: Why should volunteers build and curate a library of answers that can just be generated on demand? Why generate just one answer when ChatGPT doesn’t provide the same answer consistently? Most importantly, why not just use ChatGPT directly?",MisterMiyagi,51989,4,0,2023-03-16 17:21:39
Comment on Answer,"Uber vs cab drivers is a flawed analogy. Using an Uber, you get to your destination, just like a cab. If you have an ""answer"" provided by ChatGPT or other AI generation (at the current level of capability), you don't have an actual answer. You have ""eloquent bullshit"" that sounds like an answer. It is, sometimes, an answer, but it's quite likely to be hilariously wrong, self-contradictory, and/or insidiously wrong such that it takes a subject matter expert to see that it's incorrect. So, it's not actually an answer and is likely to substantially mislead readers. That's not a replacement.",Makyen,33356,44,1,2023-03-16 17:21:08
Comment on Answer,"Instead of comparing people to physically violent folks, I recommend to actually acknowledge and address the points that have been brought up for the umpteenth time already.",MisterMiyagi,51989,13,0,2023-03-16 17:15:36
Comment on Answer,"""remember that ChatGPT is learning and it's answers will only get better and better. What are wrong or bad answers now will probably be the best answers in the future."" then why don't we discuss this in the future, rather than the present. We act on what we have right now. And right now ChatGPT can generate content that is very wrong and potentially dangerous. Which is a big part of the reason why it was banned.",VLAZ,29086,35,0,2023-03-16 17:14:04
Answer,"I'm not advocating for its immediate removal, but given that this is has been a permanent policy for a while now (and a temporary policy for way longer), and there's now additional ways of letting people know about the policy - mainly the notice in the answer box for new contributions, and to a lesser extent the help center article - is it still necessary to have this post featured?
Even if we have to wait a bit for the heat around the OpenAI partnership announcement to die down before it's removed.
",Hoppeduppeanut,1158,0,0,2024-05-21 00:21:50
