Type,Content,Username,User Reputation,Upvotes,Is Moderator,Creation Date
Comment on Question,"I was just trying to open up a topic that can be a direction towards proposed changes. I care about StackOverflow, but I think a community like this kind of hostile environment has no room for the future.",Abel Callejo,14939,2,0,2024-01-18 06:49:36
Comment on Question,"I don't understand stackoverflow anymore. It says here  What is meta? Unlike normal Stack Exchange sites, Meta invites the community to discuss, debate and propose changes to the way the community itself behaves, as well as how the software itself works. On posts tagged feature-request, voting indicates agreement or disagreement with the proposed change rather than just the quality or usefulness of the post itself. [discussion] tag Questions that may not necessarily have a clear-cut right or wrong answer and are often subjective.",Abel Callejo,14939,3,0,2024-01-18 06:45:43
Comment on Question,"Please research before considering asking a question in a post or comment. Hover your mouse over the voting arrows & on meta sites up/down votes also reflect agreement/disagreement with a proposal, view or premise. help center meta.stackoverflow.com Meta Stack Exchange I expect people will find this to reflect no research effort, not be useful or novel & to come from a(n unexpressed) naive & uninformed view of LLMs & LLMs vs SO/SE Q&A.",philipxy,15158,12,0,2024-01-18 05:38:52
Answer,"I think you are conflating the concepts. Getting help from SO does not always mean asking a new question on SO. In fact in most cases it doesn't, because after so many years of development SO has built up a fairly comprehensive database of knowledge that most simple questions are already answered. I would say most of the time I need help with programming I found SO is the site that brings me the final answer, usually without me asking a new question. Let's say SO has helped me with 1000+ concrete programming questions without me asking a question in the end, you are not going to see this 1000+ data anywhere1 from the raw statistics. You're asking for personal experience, and this is my personal experience.
How much research effort is expected of Stack Overflow users? A lot. For me, using a generative AI is just part of my research. I typically take generative AI as another form of glorified search engine, with the caveats kept in mind.

Results from a traditional search engine can land me on the page that contains the necessary context to evaluate the quality of the content, which is missing in the case of genAI. Compare the following scenarios:

Scenario 1: A traditional search engine lands me on a blog. Then I can go and check another blog of the same blogger. If I find that the other blog shows fundamental misunderstanding (for example, claiming that an array is a const pointer in C), I will put less trust in the blog and maybe move on to the next search result.
Scenario 2: A traditional search engine lands me on an SO answer. The vote system can give me a score that gives me a general idea whether it is trustworthy or not. If I discover something I find ridiculous in the answer, but turns out the answer is from someone with a golden tag badge, I am inclined to believe that it is me that has the fundamental misunderstanding and double check and learn. In fact this is exactly how I got rid of the ""An array is a const pointer in C"" misunderstanding that I acquired from elsewhere.
Scenario 3: Traditional search engines give me nothing that immediately answers my question and I decide to give genAIs a shot. Now I have absolutely no external measures to evaluate the quality of the response. Examining other responses by the same genAI tells me nothing about the quality of this response. Nor are there anything like ""golden tag badges"" to ensure the quality of the response is up to par. I need to vet the response carefully myself.


GenAIs are very reluctant to disobey or even just disagree with the user. Even though they try hard to appear as unbiased as possible, in most cases it just ends up with distorted responses. This is one thing I particularly dislike about genAIs. Even if you ask about something that is generally (not yet univocally) considered bad practice, genAIs will list 3 points of pros and 3 points of cons and end the response with the signature phrase ""Ultimately, ... depends on..."". This kind of response is not entirely garbage and can actually help if you have enough critically thinking, but it is kind of misleading. On SO you'll see people point out various defects of your code in comments. Admittedly sometimes the comments are blunt or even borderline rude, but such feedback with strong disagreement is necessary if you are honestly seeking improvement. GenAIs spoil every asker in the same way that impedes them from learning from mistakes they unconsciously make. I digress a bit here, but our sister site, Code Review, can never be replaced by GenAIs in the slightest way. Don't even get me started on XY problems. GenAIs can never generate responses that say ""Why do you do X? It seems strange to me, what is the Y you're seeking? There may be better approaches.""
This is exactly due to the lack of the ability of genAIs to disagree with the asker.

In a sense, the attitude taken by genAIs is preposterous. Typically, a genAI assumes the user is almost always correct, and at the same time it assumes it knows everything, evidenced by that it chooses to make up plausible responses instead of just admitting ""I don't know"". However, ""the user is always right"" and ""I know the answer to everything"" is already a logical contradiction and when the contradiction manifests itself in practice you see all kinds of dramas in genAI responses.
With all these said, it doesn't mean genAIs are completely useless and many times genAIs have brought me attention to the blindspots in my initial evaluation of the problem. I didn't have the slightest idea that a keyword is what I should look for, or that a convenient library function exists and after asking a genAI I do and can investigate deeper. The take-away message is that using a genAI is just another part of my research before I would actually ask a question on SO. GenAIs offer extra tooling, but in my mind they are just another form of glorified search engines with novel caveats that traditional search engines don't have.

1Not really, the number of my saves and upvotes can actually kind of tell that.
",Weijun Zhou,4931,10,0,2024-01-21 10:16:13
Answer,"
My suggestion is that Stack Overflow should deviate from that aspect of what generative AIs can do and maybe SO should focus more on new directions and features that can greatly help many users.

Stack Overflow doesn't control what users ask here: we can only answer what people feel like bringing up here if they can do so in a way that is constructive and useful.
Unfortunately... this trend of just dumping coding questions into GPT and running with the result is going to make it far less likely that new questions asked here will be constructive and useful. It trains users to ask questions in a way that gets results from an LLM, but doesn't provide what a real developer would need to reach useful outcomes without wasting valuable time.
Asking a group of users on the internet who don't have access to your codebase how to solve a given problem is an acquired skill: it requires many of the same skills that you'd need to solve the problem on your own.
",Kevin B,95047,3,0,2024-01-19 17:14:25
Comment on Answer,"@DanMašek I agree. It's probably a generational thing. Developers who started during: (1) Pre-Google era, (2) Pre-SO era, (3) Pre-AI era, (4) AI era. You are either one of the first two generations. Me on the second. Probably this post is not for you and KevinB. More of for those in the third and fourth generations.",Abel Callejo,14939,2,0,2024-01-20 03:03:46
Comment on Answer,"@AbelCallejo I also follow the idea that if you suck at something and want to get better, the way to do it is practice, practice , practice. I'm terrible at writing... I won't get better at it if I let some program do it for me. And so on... | In same way, I have yet to ask a question on StackOverflow -- it's not that I know everything, but I just do the research first... at which point I generally don't need to ask it (or it wouldn't be a good question anyway).",Dan Mašek,19041,0,0,2024-01-20 02:37:20
Comment on Answer,"@AbelCallejo Source code -> Docs -> SO and other online sources. Same things that the models (no intelligence there) were trained on. They don't understand what they produce, and are not reliable. So even if I used their output, I'd have to do at least the same amount of research to vet it and trust it. Might as well cut that unnecessary step out. | On another note, for last 20 years I've worked (amongst other things) with particular brand of industrial Lidars. The number of questions about those here can be counted on single hand (I answered some). You think some chatbot will help me there?",Dan Mašek,19041,1,0,2024-01-20 02:32:16
Comment on Answer,@KevinB huh! Your case is kinda fishy to me,Abel Callejo,14939,0,0,2024-01-20 01:40:22
Comment on Answer,"I rely mostly on documentation, since any problems i run into are solved with general debugging. When there's no documentation, I don't use that tool. Kinda nice to be in a position where i can be picky with what tools i use.",Kevin B,95047,3,0,2024-01-20 01:18:41
Comment on Answer,@KevinB good for you. But dang! The way I understand it with your case is that you now just rely on Documentation and Source-code to understand stuff? How about learning new stuff? Do you get still help more from SO or AI?,Abel Callejo,14939,0,0,2024-01-20 01:17:58
Comment on Answer,"@user4581301 That's a higher abstraction level you have there. I have to go to low-level. SO community can't go that high. We can only just discuss simple concepts here so that we would understand each other easily. I agree with you on that ""behavior defining"" thing. That is what software development really is.",Abel Callejo,14939,0,0,2024-01-20 01:03:59
Comment on Answer,"You're thinking too low-level, Abel. The hard part of software development is not the programming. The hard part, and the parts of the job I still expect to see standing after we get decent AI, are defining the behaviours we want and then proving that the produced software exhibits those behaviours and nothing else. I will celebrate when generative AI can eliminate the codemonkey scutwork. What that will mean is not, ""No more programming!"", but instead a filling in of the blanks around the behaviours that have to be very carefully described.",user4581301,33952,3,0,2024-01-20 00:33:00
Comment on Answer,"For me personally, there’s nothing either are helping me with currently. In the past SO was a place for me to improve as a developer, both in ability and in confidence in my ability",Kevin B,95047,2,0,2024-01-20 00:25:10
Comment on Answer,I'm gonna go classical comment here. At least consider answering the actual question which is: What is your programming stuff that SO can help with that generative AI can't?,Abel Callejo,14939,0,0,2024-01-19 23:38:15
