Type,Content,Username,User Reputation,Upvotes,Is Moderator,Creation Date
Comment on Question,"@DavidThielen you can write ""four"".",Franck Dernoncourt,83327,0,0,2023-03-27 00:58:43
Comment on Question,"I'm giving up on replying to the comments here because they all, at root, want me to come up with a better solution than ChatGPT gave me. Sorry all, ChatGPT gave me what I think is the optimum solution and it gave it to me in full. If I ask ChatGPT what is 2 + 2 and it replies 4, there's really not much for me to add to that.",David Thielen,32966,5,0,2023-03-26 21:01:39
Comment on Question,"“It doesn’t serve anyone well to post that inferior answer.” - Edit it so it’s no longer inferior. Bottom Line: ChatGPT can generate accurate content but only if trained to do so, but even if it’s superior to your answer, it’s not allowed. So use your superior ability to write your own content to write an answer yourself purely based off your own knowledge.",Security Hound,2548,0,0,2023-03-26 19:34:59
Comment on Question,"Okay. So take the same steps, and write the better answer that you're now capable of writing, now that you've learned something from reading the ChatGPT output - since it's fed from a model that includes data that would have been helpful for you to know about ahead of time, this can be seen as a form of research.",Karl Knechtel,61615,3,0,2023-03-26 18:57:26
Comment on Question,@KarlKnechtel the answer I was considering before ChatGPT was significantly inferior to the answer it gave me. It doesn’t serve anyone well to post that inferior answer.,David Thielen,32966,4,0,2023-03-26 13:59:50
Comment on Question,"How would you have proceeded, step by step, if you had had this question before ChatGPT existed? I recommend doing that.",Karl Knechtel,61615,10,0,2023-03-26 03:27:05
Comment on Question,"@DavidThielen - ""And in writing it out, it helped me clarify what I think is the solution."" - Sounds like you had a solution in your head, not answering your question, when you have an answer doesn't help the community. As I said, if your able to verify the ChatGPT, you likely have enough knowelege to answer your own question.",Security Hound,2548,9,0,2023-03-25 23:09:47
Comment on Question,@SecurityHound I did not have an answer before Chat-GPT walked me through the plusses and minuses of the approaches and then gave me a full answer on the best approach with code and reasoning.,David Thielen,32966,3,0,2023-03-25 23:01:58
Comment on Question,"""So under the present rules do I leave it unanswered?"" - You had an answer before you used ChatGPT.  So you should submit that as your answer. If you have the knowledge required to determine ChatGPT gave you the proper answer you should be able to answer your own question with your own code.",Security Hound,2548,15,0,2023-03-25 21:52:07
Comment on Question,@RobertLongson So that eliminates the solution of just providing the question to ask. Good to know - thank you,David Thielen,32966,1,0,2023-03-25 21:08:39
Comment on Question,"@StoryTeller-UnslanderMonica and VLAZ - Chat-GPT laid it out so perfectly that my ""rewording"" it would be clear plagiarism.",David Thielen,32966,3,0,2023-03-25 21:07:50
Comment on Question,Note also that ChatGPT doesn't answer a fixed question with the same output consistently.,Robert Longson,124179,13,0,2023-03-25 20:57:41
Comment on Question,Are you unable to write an answer in your own words and using your own examples? Potentially expanding it with other information and maybe references to other resources?,VLAZ,29086,4,0,2023-03-25 20:55:47
Comment on Question,Can't you describe the solution using your own words?,StoryTeller - Unslander Monica,170173,31,0,2023-03-25 20:55:45
Answer,"I humbly suggest that you and others in a similar situation:

Provide an answer containing any code that chatgpt generated in your answer. Provided you first verified the correctness of the code

Cite or otherwise attribute ChatGPT


AND

Provide a concise explanation of what the code does and how/why it solves the problem presented in your question.

Unless you feel you cannot provide the explanation of the code without plagiarizing the chatgpt answer.

In which case I would suggest also copy/pasting the chatgpt explanation/context (correctly attributed) ALONG WITH a concise explanation of why it is correct in this case.

Basically
I think you should create a derivative work/answer of ChatGPT's answer by providing an explanation of the generated answer OR some amount of your thoughts as to why the generated answer is valid.
why?
You can't simply post a ChatGPT answer because of the rule AND you don't want to plagiarize ChatGPT. An answer that includes an explanation and/or justification for the cited ChatGPT answer would, in my opinion, provide an answer that both:

Provides a non 100% ChatGPT answer (a human wrote the explanation and/or assurance that the answer is correct)
Is a cited, derivative (enough IMO) work that wouldn't constitute plagiarism by some definition given the context of SO

",codyThompson,95,0,0,2023-04-11 18:19:40
Comment on Answer,"@TomWenseleers You already mentioned that here six months ago, you don't need to make the same comment a second time.",F1Krazy,146,3,0,2024-01-22 11:35:16
Comment on Answer,ChatGPT is banned on SO. What you suggest here is simply not allowed.,Cerbrus,72927,3,0,2023-07-26 12:14:17
Comment on Answer,"I agree with this, but unfortunately the users & moderators that manage this plaform do not agree. A working answer of mine to my own question that featured some ChatGPT code was deleted 3 times by moderators, quite insane really: stackoverflow.com/questions/48119360/…. And here also some further experiences of mine in relation to ChatGPT: meta.stackexchange.com/questions/387575/….",Tom Wenseleers,8009,0,0,2023-07-24 09:49:10
Comment on Answer,"I agree, including all the steps you list. Unfortunately those running Stack Overflow don't allow this at present.",David Thielen,32966,1,0,2023-04-12 01:22:58
Answer,"
If ChatGPT gives me an answer, should I leave my question unanswered?

That's one of the reasons why the ban on AI-generated content is not a good idea imho. Personally, I'd post the question on Reddit or some other public place accepting AI-generated content, along with the AI-generated answer, and link to it in a comment on SO, in case someone on SO feels like paraphrasing/decorating it into an ""original"" answer (which will help train future AI systems).
",Franck Dernoncourt,83327,-22,0,2023-03-26 19:40:34
Comment on Answer,@SecurityHound that doesn't make the comment useless.,Franck Dernoncourt,83327,2,0,2023-03-27 21:29:18
Comment on Answer,"@FranckDernoncourt - ChatGPT generated content is banned, my entire point, is that comments when flagged, can be deleted.  So answering a question, with a comment, has never been the greatest idea.",Security Hound,2548,3,0,2023-03-27 21:21:52
Comment on Answer,"@SecurityHound If ChatGPT gives a good answer, should I post the answer by ChatGPT (with attribution to ChatGPT)?",Franck Dernoncourt,83327,1,0,2023-03-27 21:19:57
Comment on Answer,"@FranckDernoncourt - Comments that answer a question should be submitted as an answer, allowing for the original comment to be deleted, since comments shouldn't be consider to be permanent.  I find neither ChatGPT generated content or comments that really should be answers to a question to be helpful to the community.",Security Hound,2548,3,0,2023-03-27 21:18:19
Comment on Answer,@SecurityHound a comment that links to an external site with the successful AI-generated answer the question.,Franck Dernoncourt,83327,2,0,2023-03-27 21:05:28
Comment on Answer,@FranckDernoncourt - ChatGPT generated trash or a comment that links to an external site with the failed attempt to answer the question instead of submitting an actual answer?,Security Hound,2548,4,0,2023-03-27 18:40:57
Comment on Answer,@SecurityHound why useless?,Franck Dernoncourt,83327,1,0,2023-03-27 17:55:28
Comment on Answer,"""link to it in a comment on SO"" - I have no qualms flagging such a useless comment.",Security Hound,2548,4,0,2023-03-27 17:50:41
Comment on Answer,"""paraphrasing/decorating it into an ""original"" answer (which will help train future AI systems)."" that is already how to deal with potential plagiarism. And OP's concern is essentially that: ""What if I found an answer - how can I post in on SO"".  2. ""help train future AI systems"" is a complex topic. You would be producing a positive feedback loop in this way by feeding output back as input to train the model. Which can skew the results. This can be a problem even if the output is right by losing variance and alternatives.",VLAZ,29086,2,0,2023-03-27 14:10:10
Comment on Answer,"note that ""paraphrasing/decorating"" is likely not going to be enough to consider the answer original",blackgreen,44971,4,1,2023-03-27 07:50:44
